14, 4
15, 6
15, 10
21, 12
15, 12
17, 4
15, 14
14, 14
16, 14
16, 19
2, 25
16, 14
16, 23
7, 25
16, 14
16, 11
16, 6
16, 14
16, 14
15, 27
15, 27
